id,ScientificName,CommonName,AcceptedSymbol,Symbol,State,Category,FamilyCommonName,Duration,GrowthHabit,NativeStatus,ActiveGrowthPeriod,FlowerColor,FoliageColor,FoliagePorositySummer,FoliagePorosityWinter,FruitColor,GrowthRate,MaxHeight20Yrs,MatureHeight,Lifespan,ResproutAbility,AdaptedCoarseSoils,AdaptedMediumSoils,AdaptedFineSoils,AnaerobicTolerance,DroughtTolerance,MoistureUse,Precipitation_Minimum,Precipitation_Maximum,RootDepthMinimum,ShadeTolerance,TemperatureMinimum,BloomPeriod,PalatableBrowseAnimal,PalatableGrazeAnimal,PalatableHuman
7774,Minuartia pusilla,annual sandwort,MIPU7,MIPU7,"<strong>USA</strong> (ID, NV, OR, UT, WA), <strong>CAN</strong> (BC, CA)",Dicot,Pink family,Annual,Forb/herb,"L48 (N), CAN (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7775,Haplostachys bryanii,Molokai islandmint,HABR2,HABR2,<strong>USA</strong> (HI),Dicot,Mint family,Perennial,Forb/herb,HI (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7776,Cryptantha nemaclada,Colusa cryptantha,CRNE,CRNE,<strong>CAN</strong> (CA),Dicot,Borage family,Annual,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7777,Astragalus reventiformis,Yakima milkvetch,ASRE6,ASRE6,"<strong>USA</strong> (OR, WA)",Dicot,Pea family,Perennial,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7778,Sida elliottii var. elliottii,Elliott's fanpetals,SIELE,SIELE,"<strong>USA</strong> (AL, AR, FL, GA, IL, LA, MO, MS, NC, SC, TN, TX, VA)",Dicot,Mallow family,Perennial,"Forb/herb, Subshrub",L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7779,Phacelia crenulata var. crenulata,cleftleaf wildheliotrope,PHCRC3,PHCRC3,"<strong>USA</strong> (AZ, NM, NV, UT), <strong>CAN</strong> (CA)",Dicot,Waterleaf family,Annual,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7780,Lepidium alyssoides,mesa pepperwort,LEAL4,LEAL4,"<strong>USA</strong> (AZ, CO, MI, NM, TX, UT, WY)",Dicot,Mustard family,"Biennial, Perennial","Subshrub, Forb/herb",L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7781,Erigeron alpinus ssp. intermedius,,ERALI2,ERALI2,,Dicot,Aster family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7782,Carmichaelia williamsi,,CAWI11,CAWI11,,Dicot,Pea family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7783,Achillea umbellata,,ACUM,ACUM,,Dicot,Aster family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7784,Triodanis biflora,small Venus' looking-glass,TRBI2,TRBI2,"<strong>USA</strong> (AL, AR, AZ, FL, GA, HI, IL, KS, KY, LA, MO, MS, NC, NE, NM, NY, OK, OR, PA, SC, TN, TX, VA), <strong>CAN</strong> (CA)",Dicot,Bellflower family,Annual,Forb/herb,"L48 (N), HI (I)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7785,Quercus durata var. durata,leather oak,QUDUD2,QUDUD2,<strong>CAN</strong> (CA),Dicot,Beech family,Perennial,"Tree, Shrub",L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7786,Minuartia pusilla var. diffusa,annual sandwort,MIPUD,MIPUD,<strong>CAN</strong> (CA),Dicot,Pink family,Annual,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7787,Haplostachys haplostachya,honohono,HAHA4,HAHA4,<strong>USA</strong> (HI),Dicot,Mint family,Perennial,Forb/herb,HI (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7788,Cryptantha nevadensis,Nevada cryptantha,CRNE2,CRNE2,"<strong>USA</strong> (AZ, NM, NV, UT), <strong>CAN</strong> (CA)",Dicot,Borage family,Annual,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7789,Astragalus reventus,Blue Mountain milkvetch,ASRE5,ASRE5,"<strong>USA</strong> (ID, OR, WA)",Dicot,Pea family,Perennial,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7790,Sida elliottii var. parviflora,pineland fanpetals,SIELP,SIELP,"<strong>USA</strong> (FL, NC, TX, VA)",Dicot,Mallow family,Perennial,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7791,Phacelia crenulata var. minutiflora,cleftleaf wildheliotrope,PHCRM,PHCRM,"<strong>USA</strong> (AZ, UT), <strong>CAN</strong> (CA)",Dicot,Waterleaf family,Annual,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7792,Lepidium alyssoides var. alyssoides,mesa pepperwort,LEALA3,LEALA3,"<strong>USA</strong> (AZ, CO, MI, NM, TX, UT, WY)",Dicot,Mustard family,"Biennial, Perennial","Forb/herb, Subshrub",L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7793,Erigeron anchana,Sierra Ancha fleabane,ERAN17,ERAN17,<strong>USA</strong> (AZ),Dicot,Aster family,Perennial,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7794,Carminatia,carminatia,CARMI,CARMI,"<strong>USA</strong> (AZ, NM, TX)",Dicot,Aster family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7795,Achlys,achlys,ACHLY,ACHLY,"<strong>USA</strong> (OR, WA), <strong>CAN</strong> (BC, CA)",Dicot,Barberry family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7796,Triodanis coloradoensis,Colorado Venus' looking-glass,TRCO5,TRCO5,<strong>USA</strong> (TX),Dicot,Bellflower family,Annual,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7797,Quercus durata var. gabrielensis,leather oak,QUDUG,QUDUG,<strong>CAN</strong> (CA),Dicot,Beech family,Perennial,"Tree, Shrub",L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7798,Minuartia pusilla var. pusilla,annual sandwort,MIPUP,MIPUP,"<strong>USA</strong> (ID, NV, OR, UT, WA), <strong>CAN</strong> (BC, CA)",Dicot,Pink family,Annual,Forb/herb,"L48 (N), CAN (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7799,Haplostachys linearifolia,woodland islandmint,HALI4,HALI4,<strong>USA</strong> (HI),Dicot,Mint family,Perennial,"Subshrub, Forb/herb",HI (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7800,Cryptantha nevadensis var. nevadensis,Nevada cryptantha,CRNEN,CRNEN,"<strong>USA</strong> (AZ, NM, NV, UT), <strong>CAN</strong> (CA)",Dicot,Borage family,Annual,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7801,Astragalus riparius,woodyroot milkvetch,ASRI,ASRI,"<strong>USA</strong> (ID, WA)",Dicot,Pea family,Perennial,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7802,Sida fallax,yellow ?ilima,SIFA,SIFA,<strong>USA</strong> (HI),Dicot,Mallow family,Perennial,"Tree, Shrub",HI (I),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7803,Phacelia cronquistiana,Cronquist's phacelia,PHCR7,PHCR7,"<strong>USA</strong> (AZ, UT)",Dicot,Waterleaf family,Annual,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7804,Lepidium alyssoides var. angustifolium,mesa pepperwort,LEALA4,LEALA4,"<strong>USA</strong> (NM, TX)",Dicot,Mustard family,"Biennial, Perennial","Forb/herb, Subshrub",L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7805,Erigeron angustatus,serpentine fleabane,ERAN19,ERAN19,<strong>CAN</strong> (CA),Dicot,Aster family,Perennial,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7806,Carminatia tenuiflora,plumeweed,CATE8,CATE8,"<strong>USA</strong> (AZ, NM, TX)",Dicot,Aster family,Annual,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7807,Achlys californica,deer's foot,ACCA6,ACCA6,"<strong>USA</strong> (OR, WA), <strong>CAN</strong> (BC, CA)",Dicot,Barberry family,Perennial,Forb/herb,"L48 (N), CAN (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7808,Triodanis holzingeri,Holzinger's Venus' looking-glass,TRHO2,TRHO2,"<strong>USA</strong> (AR, AZ, CO, KS, MO, NE, OK, TN, TX, WY)",Dicot,Bellflower family,Annual,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7809,Quercus ×egglestonii,,QUEG,QUEG,"<strong>USA</strong> (KY, MO)",Dicot,Beech family,Perennial,Tree,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7810,Minuartia rosei,peanut stitchwort,MIRO3,MIRO3,<strong>CAN</strong> (CA),Dicot,Pink family,Perennial,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7811,Haplostachys munroi,Lanai islandmint,HAMU2,HAMU2,<strong>USA</strong> (HI),Dicot,Mint family,Perennial,Forb/herb,HI (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7812,Cryptantha nevadensis var. rigida,Nevada cryptantha,CRNER,CRNER,"<strong>USA</strong> (AZ, NV), <strong>CAN</strong> (CA)",Dicot,Borage family,Annual,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7813,Astragalus ripleyi,Ripley's milkvetch,ASRI2,ASRI2,"<strong>USA</strong> (CO, NM)",Dicot,Pea family,Perennial,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7814,Sida glabra,smooth fanpetals,SIGL4,SIGL4,"<strong>USA</strong> (FL), <strong>USA+</strong> (PR, VI)",Dicot,Mallow family,Perennial,"Subshrub, Forb/herb","L48 (N), PR (N), VI (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7815,Phacelia cryptantha,hiddenflower phacelia,PHCR2,PHCR2,"<strong>USA</strong> (AZ, NV, UT), <strong>CAN</strong> (CA)",Dicot,Waterleaf family,Annual,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7816,Lepidium alyssoides var. eastwoodiae,mesa pepperwort,LEALE,LEALE,"<strong>USA</strong> (CO, MI, NM, UT)",Dicot,Mustard family,"Biennial, Perennial","Forb/herb, Subshrub",L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7817,Erigeron annuus,eastern daisy fleabane,ERAN,ERAN,"<strong>USA</strong> (AL, AR, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NM, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV), <strong>CAN</strong> (AB, BC, MB, NB, NF, NS, ON, PE, QC, SK, CA), <strong>FRA</strong> (SPM)",Dicot,Aster family,Annual,Forb/herb,"L48 (N), CAN (N), SPM (I)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7818,Carmona,scorpionbush,CARMO,CARMO,<strong>USA</strong> (HI),Dicot,Borage family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7819,Achlys triphylla,sweet after death,ACTR,ACTR,"<strong>USA</strong> (OR, WA), <strong>CAN</strong> (BC, CA)",Dicot,Barberry family,Perennial,Forb/herb,"L48 (N), CAN (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7820,Triodanis lamprosperma,prairie Venus' looking-glass,TRLA10,TRLA10,"<strong>USA</strong> (AR, KS, LA, MO, OK, TX)",Dicot,Bellflower family,Annual,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7821,Minuartia rossii,Ross' sandwort,MIRO4,MIRO4,"<strong>USA</strong> (AK), <strong>CAN</strong> (AB, NT, NU, YT), <strong>DEN</strong> (GL)",Dicot,Pink family,"Annual, Biennial, Perennial",Forb/herb,"AK (N), CAN (N), GL (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7822,Haplostachys truncata,Maui islandmint,HATR2,HATR2,<strong>USA</strong> (HI),Dicot,Mint family,Perennial,Forb/herb,HI (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7823,Cryptantha nubigena,Sierra cryptantha,CRNU2,CRNU2,"<strong>USA</strong> (NV), <strong>CAN</strong> (AB, BC, CA)",Dicot,Borage family,Perennial,"Subshrub, Forb/herb","L48 (N), CAN (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7824,Astragalus robbinsii,Robbins' milkvetch,ASRO,ASRO,"<strong>USA</strong> (AK, CO, ID, ME, MT, NH, NM, NV, OR, UT, VT, WA, WY), <strong>CAN</strong> (AB, BC, LB, NF, NS, QC, YT)",Dicot,Pea family,Perennial,Forb/herb,"L48 (N), AK (N), CAN (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7825,Sida glomerata,clustered fanpetals,SIGL5,SIGL5,"<strong>USA+</strong> (PR, VI)",Dicot,Mallow family,Perennial,"Subshrub, Shrub","PR (N), VI (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7826,Phacelia curvipes,Washoe phacelia,PHCU,PHCU,"<strong>USA</strong> (AZ, NV, UT), <strong>CAN</strong> (CA)",Dicot,Waterleaf family,Annual,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7827,Lepidium alyssoides var. junceum,mesa pepperwort,LEALJ,LEALJ,"<strong>USA</strong> (AZ, UT)",Dicot,Mustard family,"Biennial, Perennial","Forb/herb, Subshrub",L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7828,Erigeron aphanactis,rayless shaggy fleabane,ERAP,ERAP,"<strong>USA</strong> (AZ, CO, ID, NM, NV, OR, UT), <strong>CAN</strong> (CA)",Dicot,Aster family,"Biennial, Perennial",Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7829,Carmona retusa,scorpionbush,CARE22,CARE22,<strong>USA</strong> (HI),Dicot,Borage family,Perennial,"Tree, Shrub",HI (I),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7830,Achnatherum,needlegrass,ACHNA,ACHNA,"<strong>USA</strong> (AK, AR, AZ, CO, ID, KS, MN, MT, ND, NE, NM, NV, OK, OR, SD, TX, UT, WA, WY), <strong>CAN</strong> (AB, BC, MB, SK, YT, CA)",Monocot,Grass family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7831,Triodanis leptocarpa,slimpod Venus' looking-glass,TRLE3,TRLE3,"<strong>USA</strong> (AR, CO, IA, IL, IN, KS, MN, MO, MT, ND, NE, OK, SD, TX, WY)",Dicot,Bellflower family,Annual,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7832,Quercus emoryi,Emory oak,QUEM,QUEM,"<strong>USA</strong> (AZ, NM, TX)",Dicot,Beech family,Perennial,"Tree, Shrub",L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7833,Minuartia rubella,beautiful sandwort,MIRU3,MIRU3,"<strong>USA</strong> (AK, AZ, CO, ID, ME, MT, NM, NV, OR, SD, UT, VT, WA, WY), <strong>CAN</strong> (AB, BC, LB, MB, NF, NT, NU, ON, QC, SK, YT, CA), <strong>DEN</strong> (GL)",Dicot,Pink family,"Annual, Perennial",Forb/herb,"L48 (N), AK (N), CAN (N), GL (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7834,Harbouria,harbouria,HARBO,HARBO,"<strong>USA</strong> (CO, NM, WY)",Dicot,Carrot family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7835,Cryptantha oblata,rough cryptantha,CROB,CROB,"<strong>USA</strong> (NM, TX)",Dicot,Borage family,Perennial,"Subshrub, Forb/herb",L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7836,Astragalus robbinsii var. alpiniformis,Robbins' milkvetch,ASROA,ASROA,<strong>USA</strong> (OR),Dicot,Pea family,Perennial,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7837,Sida glutinosa,sticky fanpetals,SIGL6,SIGL6,"<strong>USA+</strong> (PR, VI)",Dicot,Mallow family,Perennial,"Subshrub, Forb/herb","PR (N), VI (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7838,Phacelia dalesiana,Scott Mountain phacelia,PHDA,PHDA,<strong>CAN</strong> (CA),Dicot,Waterleaf family,Perennial,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7839,Lepidium apetalum,,LEAP6,LEAP6,,Dicot,Mustard family,"Annual, Biennial",Forb/herb,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7840,Erigeron aphanactis var. aphanactis,rayless shaggy fleabane,ERAPA2,ERAPA2,"<strong>USA</strong> (AZ, CO, ID, NM, NV, OR, UT), <strong>CAN</strong> (CA)",Dicot,Aster family,"Biennial, Perennial",Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7841,Carnegiea,saguaro,CARNE2,CARNE2,"<strong>USA</strong> (AZ), <strong>CAN</strong> (CA)",Dicot,Cactus family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7842,Achnatherum aridum,Mormon needlegrass,ACAR14,ACAR14,"<strong>USA</strong> (AZ, CO, NM, NV, TX, UT), <strong>CAN</strong> (CA)",Monocot,Grass family,Perennial,Graminoid,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7843,Triodanis perfoliata,clasping Venus' looking-glass,TRPE4,TRPE4,"<strong>USA</strong> (AL, AR, AZ, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), <strong>CAN</strong> (BC, NB, ON, QC, CA)",Dicot,Bellflower family,Annual,Forb/herb,"L48 (N), CAN (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7844,Quercus engelmannii,Engelmann oak,QUEN,QUEN,<strong>CAN</strong> (CA),Dicot,Beech family,Perennial,Tree,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7845,Minuartia stolonifera,stolon sandwort,MIST9,MIST9,<strong>CAN</strong> (CA),Dicot,Pink family,Perennial,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7846,Harbouria trachypleura,whiskbroom parsley,HATR,HATR,"<strong>USA</strong> (CO, NM, WY)",Dicot,Carrot family,Perennial,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7847,Cryptantha ochroleuca,yellowwhite cryptantha,CROC2,CROC2,<strong>USA</strong> (UT),Dicot,Borage family,Perennial,"Subshrub, Forb/herb",L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7848,Astragalus robbinsii var. fernaldii,Fernald's milkvetch,ASROF,ASROF,"<strong>CAN</strong> (LB, NF, QC)",Dicot,Pea family,Perennial,Forb/herb,CAN (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7849,Sida hermaphrodita,Virginia fanpetals,SIHE3,SIHE3,"<strong>USA</strong> (DC, IN, KY, MA, MD, MI, NJ, NY, OH, PA, TN, VA, WV), <strong>CAN</strong> (ON)",Dicot,Mallow family,Perennial,Forb/herb,"L48 (N), CAN (I)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7850,Phacelia davidsonii,Davidson's phacelia,PHDA3,PHDA3,"<strong>USA</strong> (NV), <strong>CAN</strong> (CA)",Dicot,Waterleaf family,Annual,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7851,Lepidium arbuscula,Waianae Range pepperwort,LEAR5,LEAR5,<strong>USA</strong> (HI),Dicot,Mustard family,Perennial,"Subshrub, Shrub",HI (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7852,Erigeron aphanactis var. congestus,rayless shaggy fleabane,ERAPC,ERAPC,"<strong>USA</strong> (NV, UT), <strong>CAN</strong> (CA)",Dicot,Aster family,"Biennial, Perennial",Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7853,Carnegiea gigantea,saguaro,CAGI10,CAGI10,"<strong>USA</strong> (AZ), <strong>CAN</strong> (CA)",Dicot,Cactus family,Perennial,Tree,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7854,Achnatherum ×bloomeri,,ACBL,ACBL,"<strong>USA</strong> (AZ, CO, ID, MT, NM, NV, OR, UT, WA, WY), <strong>CAN</strong> (CA)",Monocot,Grass family,Perennial,Graminoid,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7855,Triodanis texana,Texas Venus' looking-glass,TRTE4,TRTE4,<strong>USA</strong> (TX),Dicot,Bellflower family,Annual,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7856,Quercus ×eplingii,,QUEP,QUEP,<strong>CAN</strong> (CA),Dicot,Beech family,Perennial,Tree,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7857,Minuartia stricta,bog stitchwort,MIST5,MIST5,"<strong>USA</strong> (AK, CO, NH, RI, UT), <strong>CAN</strong> (AB, BC, LB, MB, NT, NU, ON, QC, YT, CA), <strong>DEN</strong> (GL)",Dicot,Pink family,Annual,Forb/herb,"L48 (N), AK (N), CAN (N), GL (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7858,Hardenbergia,,HARDE,HARDE,,Dicot,Pea family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7859,Cryptantha osterhoutii,Osterhout's cryptantha,CROS,CROS,"<strong>USA</strong> (AZ, CO, UT)",Dicot,Borage family,Perennial,"Subshrub, Forb/herb",L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7860,Astragalus robbinsii var. harringtonii,Harold's milkvetch,ASROH,ASROH,<strong>USA</strong> (AK),Dicot,Pea family,Perennial,Forb/herb,AK (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7861,Sida jamaicensis,Jamaican fanpetals,SIJA,SIJA,"<strong>USA+</strong> (PR, VI)",Dicot,Mallow family,Perennial,"Subshrub, Shrub, Forb/herb","PR (N), VI (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7862,Phacelia demissa,Intermountain phacelia,PHDE,PHDE,"<strong>USA</strong> (AZ, CO, NM, UT, WY)",Dicot,Waterleaf family,Annual,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7863,Lepidium austrinum,southern pepperwort,LEAU3,LEAU3,"<strong>USA</strong> (KS, LA, MS, NM, OK, SC, TX)",Dicot,Mustard family,"Annual, Biennial",Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7864,Erigeron arenarioides,sand fleabane,ERAR20,ERAR20,<strong>USA</strong> (UT),Dicot,Aster family,Perennial,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7865,Carpenteria,tree anemone,CARPE,CARPE,<strong>CAN</strong> (CA),Dicot,Hydrangea family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7866,Achnatherum brachychaetum,shortbristled needlegrass,ACBR5,ACBR5,"<strong>USA</strong> (OR), <strong>CAN</strong> (CA)",Monocot,Grass family,Perennial,Graminoid,L48 (I),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7867,Triodia,,TRIOD2,TRIOD2,,Monocot,Grass family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7868,Quercus ×exacta,,QUEX,QUEX,"<strong>USA</strong> (IA, IL, IN, MO, OH, PA)",Dicot,Beech family,Perennial,Tree,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7869,Minuartia tenella,slender stitchwort,MITE2,MITE2,"<strong>USA</strong> (OR, WA), <strong>CAN</strong> (BC)",Dicot,Pink family,"Annual, Perennial",Forb/herb,"L48 (N), CAN (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7870,Hardenbergia violacea,coral-pea,HAVI9,HAVI9,,Dicot,Pea family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7871,Cryptantha oxygona,sharpnut cryptantha,CROX,CROX,"<strong>USA</strong> (NV), <strong>CAN</strong> (CA)",Dicot,Borage family,Annual,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7872,Astragalus robbinsii var. jesupii,Jesup's milkvetch,ASROJ,ASROJ,"<strong>USA</strong> (NH, VT)",Dicot,Pea family,Perennial,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7873,Sida javensis,,SIJA3,SIJA3,,Dicot,Mallow family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7874,Phacelia demissa var. demissa,Intermountain phacelia,PHDED,PHDED,"<strong>USA</strong> (AZ, CO, NM, UT, WY)",Dicot,Waterleaf family,Annual,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7875,Lepidium barnebyanum,Barneby's pepperweed,LEBA,LEBA,<strong>USA</strong> (UT),Dicot,Mustard family,Perennial,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7876,Erigeron argentatus,silver fleabane,ERAR3,ERAR3,"<strong>USA</strong> (CO, NV, UT), <strong>CAN</strong> (CA)",Dicot,Aster family,Perennial,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7877,Carpenteria californica,tree anemone,CACA17,CACA17,<strong>CAN</strong> (CA),Dicot,Hydrangea family,Perennial,Shrub,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7878,Achnatherum bromoides,,ACBR6,ACBR6,,Monocot,Grass family,,Graminoid,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7879,Triodia basedowii,hard spinifex,TRBA9,TRBA9,,Monocot,Grass family,,Graminoid,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7880,Minuartia uniflora,oneflower stitchwort,MIUN,MIUN,"<strong>USA</strong> (AL, GA, NC, SC)",Dicot,Pink family,Annual,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
7881,Harmonia,,HARMO,HARMO,<strong>CAN</strong> (CA),Dicot,Aster family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
